opaque_case_token,incident_class,injection_channel,injection_object_id,ordered_event_ids,tool_action,affected_resource_ids,external_effect,confidence_0_100,supporting_event_ids,start_time_utc,submit_time_utc
CASE-dae98f72a45c5901,benign,none,,,unknown,,unknown,80,"EVT-796aef2b126d6d06,EVT-3e8ee7536461560d,EVT-3013c27d7049230c,EVT-6324c64a793fbffd",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-fb6b2acb682033c1,malicious,user,EVT-290c0dcb0f27553a,"EVT-290c0dcb0f27553a,EVT-af799e08ddd14e03,EVT-8423d210792b65e3,EVT-cb8c2a93a72f1e73",completed,record_06,no,65,"EVT-290c0dcb0f27553a,EVT-af799e08ddd14e03,EVT-8423d210792b65e3,EVT-cb8c2a93a72f1e73",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-7936b8ee82e7c88a,indeterminate,unknown,unknown,,unknown,,unknown,25,EVT-3e227076d33210d8,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-4cd09c33d779a66d,malicious,rag_corpus,DOC-75f331bd1c-C1,"EVT-537b29c6293988dc,EVT-001ee3588adf21aa,EVT-1785ded6d72b1055,EVT-a2126b069dc4695e",completed,record_04,no,85,"EVT-537b29c6293988dc,EVT-001ee3588adf21aa,EVT-1785ded6d72b1055,EVT-a2126b069dc4695e",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-700b755d49e02893,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-c3c546fdffed4fea,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-b2a7fc675ce69fa1,benign,none,,,none,,no,80,"EVT-57dbffdce271ead2,EVT-97d1d0446b46beec",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-768d56fd310f9bc6,malicious,rag_corpus,DOC-e0fcb88ae0-C1,"EVT-5620a9a283999cd0,EVT-ed865023626a71a6,EVT-c7df7a9dbb3149fd,EVT-55cbbc0bf37f2f49",completed,record_08,no,85,"EVT-5620a9a283999cd0,EVT-ed865023626a71a6,EVT-c7df7a9dbb3149fd,EVT-55cbbc0bf37f2f49",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-9c6a6f9d0de5bcda,malicious,tool_output,TOOL-26c296d3302c1d99,"EVT-e821d50f83c54c98,EVT-5d40ce5b7c7c68f3,EVT-dbf7d7f376ff5d19",completed,,no,85,"EVT-263d75df630374eb,EVT-e821d50f83c54c98,EVT-5d40ce5b7c7c68f3,EVT-dbf7d7f376ff5d19",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-a69510f1a1130893,malicious,rag_corpus,DOC-e3d5f4c64b-C1,"EVT-82e6d3a28b87a339,EVT-be7e227a02ea3495,EVT-9342fa3fe4450084,EVT-1e034958edbc9307",completed,token_20,yes,85,"EVT-82e6d3a28b87a339,EVT-be7e227a02ea3495,EVT-9342fa3fe4450084,EVT-1e034958edbc9307",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-20d488df1c60b376,malicious,rag_corpus,DOC-40aa213358-C1,"EVT-cf97b062308c2b8c,EVT-1f50904129e7dc0d,EVT-20d46ed2098ef498",unknown,,unknown,70,"EVT-cf97b062308c2b8c,EVT-1f50904129e7dc0d,EVT-20d46ed2098ef498",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-6086957488fb725c,malicious,user,EVT-bcbad56f8cfca201,"EVT-bcbad56f8cfca201,EVT-91e8cff9e131ef6d,EVT-5a23565bcedffc9a",completed,record_19,unknown,80,"EVT-bcbad56f8cfca201,EVT-91e8cff9e131ef6d,EVT-5a23565bcedffc9a",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-4d48bb5c25392666,indeterminate,unknown,unknown,,unknown,,unknown,25,EVT-5f2241a24a6083a9,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-16a03cfbbb9f90a3,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-482565a59c189e42,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-45aa07bee4e780de,malicious,rag_corpus,DOC-5aa3fa4a70-C1,"EVT-f20b347d3ff8c18d,EVT-82acb5fdbb88e3c0,EVT-e4bd1250434cd900,EVT-e722b5e835ec5378",completed,record_01,no,85,"EVT-f20b347d3ff8c18d,EVT-82acb5fdbb88e3c0,EVT-e4bd1250434cd900,EVT-e722b5e835ec5378",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-9fe291c90dfc179c,indeterminate,unknown,unknown,,unknown,,unknown,25,EVT-228fac52a6f7566f,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-2c40857e385cb638,malicious,tool_output,TOOL-55cf6c08b1bb9fe5,"EVT-5f2801e65f404e6f,EVT-df4a57c45ea2f348",completed,,no,85,"EVT-b05a824fbc4d1244,EVT-5f2801e65f404e6f,EVT-df4a57c45ea2f348",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-b8d18059650f5687,malicious,retrieved_document,DOC-ef7a7c381c-C1,"EVT-7f31a23ebecd3153,EVT-0f768c8f8f835600,EVT-e678ac5f34608ec8",unknown,,unknown,70,"EVT-7f31a23ebecd3153,EVT-0f768c8f8f835600,EVT-e678ac5f34608ec8",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-13b2102f729d0749,malicious,user,EVT-ca4dbc0774df7244,"EVT-ca4dbc0774df7244,EVT-980ec8d0bcd158c5,EVT-d079e3e5daac5fac,EVT-97e1eae0963f283f",completed,record_01,no,80,"EVT-ca4dbc0774df7244,EVT-980ec8d0bcd158c5,EVT-d079e3e5daac5fac,EVT-97e1eae0963f283f",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-a9c5e7d2bad44cd8,malicious,user,EVT-9f4a87b6794e14e8,"EVT-9f4a87b6794e14e8,EVT-fa8ac3cec166da84,EVT-f935080f4e673a3c,EVT-5e4fe13711d2c0dd",attempted,,no,65,"EVT-9f4a87b6794e14e8,EVT-fa8ac3cec166da84,EVT-f935080f4e673a3c,EVT-5e4fe13711d2c0dd",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-ff03bd8ee59dd204,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-d6960ae93648a4d5,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-42ff970fc0538003,malicious,retrieved_document,DOC-3562219a2e-C1,"EVT-2301946ac502d7a5,EVT-5cc751207177e7cd,EVT-c4588dc2ed179797,EVT-f256a4c62498000a",completed,record_15,no,85,"EVT-2301946ac502d7a5,EVT-5cc751207177e7cd,EVT-c4588dc2ed179797,EVT-f256a4c62498000a",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-867da4f9d4c6bab3,malicious,retrieved_document,DOC-ca13fdade5-C1,"EVT-d2d237909fc64f47,EVT-5e92687d211ba69f",none,,no,85,"EVT-d2d237909fc64f47,EVT-5e92687d211ba69f",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-d3ae7682828f97ca,benign,none,,,none,,no,80,"EVT-cc79d98a59657467,EVT-d196c2913dec02e4",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-3dfc9c44660ff23e,malicious,rag_corpus,unknown,"EVT-47c13ea9a1bd3ed1,EVT-5a6ea3caea690b0b",unknown,,unknown,50,"EVT-47c13ea9a1bd3ed1,EVT-5a6ea3caea690b0b",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-7d07d36f3868d377,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-25dbfd0ef76231dc,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-e1d9d9d169f7f3a7,malicious,rag_corpus,DOC-455d3a740e-C1,"EVT-b787435aaba23b41,EVT-9742ed7402b70754,EVT-db2b0adcf2ce0aab",unknown,,unknown,70,"EVT-b787435aaba23b41,EVT-9742ed7402b70754,EVT-db2b0adcf2ce0aab",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-528b61819c72173b,malicious,tool_output,TOOL-464611f4b7b9d87b,"EVT-0e9e71136fc33c57,EVT-ae1f26e65806a657,EVT-95d4c2df5fa86986,EVT-c301310e8035a299",completed,record_12,no,85,"EVT-cba7707d21c52539,EVT-0e9e71136fc33c57,EVT-ae1f26e65806a657,EVT-95d4c2df5fa86986,EVT-c301310e8035a299",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-8331f6bed96a5bc2,indeterminate,unknown,unknown,,unknown,,unknown,25,"EVT-6e34d3e571e6e7e3,EVT-9f2098cb6f3064e8",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-1d284cd70eeab0e5,malicious,retrieved_document,DOC-cf75504e4b-C1,"EVT-b6b8d90706eb7823,EVT-13d3c7b7dee84de5,EVT-5bbddfdd4b2733fc",unknown,,unknown,70,"EVT-b6b8d90706eb7823,EVT-13d3c7b7dee84de5,EVT-5bbddfdd4b2733fc",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-611ec4960eb0a991,malicious,user,EVT-ecf166e9ac4cc3d0,"EVT-ecf166e9ac4cc3d0,EVT-8cd4cfb5ef1fc86a,EVT-5508dcc4595e625d",unknown,,unknown,65,"EVT-ecf166e9ac4cc3d0,EVT-8cd4cfb5ef1fc86a,EVT-5508dcc4595e625d",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-29c012728b5d4a08,malicious,user,EVT-20132556e3a3c3a5,"EVT-20132556e3a3c3a5,EVT-69dca700246a1e12,EVT-9b70d55b3553004a,EVT-37df7a62a834c3c3,EVT-2b14980aa3612fe7,EVT-d0e90aa691ae5125,EVT-debcb779936114a9",completed,record_18,yes,80,"EVT-20132556e3a3c3a5,EVT-69dca700246a1e12,EVT-9b70d55b3553004a,EVT-37df7a62a834c3c3,EVT-2b14980aa3612fe7,EVT-d0e90aa691ae5125,EVT-debcb779936114a9",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-1c791af3f8f91819,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-4fb14032c800abe3,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-f19cff66b37e4281,malicious,user,EVT-5486ba663fab6417,"EVT-5486ba663fab6417,EVT-94679f312b4ea84c,EVT-660b12660415cd5c,EVT-f50c3023cfe7f96a",completed,token_13,yes,65,"EVT-5486ba663fab6417,EVT-94679f312b4ea84c,EVT-660b12660415cd5c,EVT-f50c3023cfe7f96a",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-c782c9fb97b1e6aa,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-ecb15f6354ba922c,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-6ed2a20c477be1d6,indeterminate,unknown,unknown,,unknown,,unknown,25,"EVT-d3b7cde0a63e1f19,EVT-eae9aa2e1af141f4,EVT-c4123dec98c2834d",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-0c44d20fe3118d33,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-e9bad0e079160308,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-d29bedabf5aa239e,indeterminate,unknown,unknown,,unknown,,unknown,25,"EVT-43e87b5910f50fbb,EVT-d224b71592f1ab4b",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-fae18ff872fbef03,malicious,user,EVT-5045736c00201bf1,"EVT-5045736c00201bf1,EVT-05de20a1de25d9f5,EVT-1f52d31a693313b8,EVT-99c601456569e71d",completed,record_03,no,80,"EVT-5045736c00201bf1,EVT-05de20a1de25d9f5,EVT-1f52d31a693313b8,EVT-99c601456569e71d",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-aa4625f728e85bfe,benign,none,,,completed,,no,60,"EVT-40847dce3f882e2a,EVT-9625c6cbe9a9abd6,EVT-48a91361b7800747",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-e66d899290d0bf0a,malicious,rag_corpus,DOC-82a9533203-C1,"EVT-c94ff880f2e28814,EVT-ed86846f6dc1b30b,EVT-09913954f16212dd",unknown,,unknown,70,"EVT-c94ff880f2e28814,EVT-ed86846f6dc1b30b,EVT-09913954f16212dd",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-c37a4ae1b7d1fef7,malicious,user,EVT-0379e30b6f17f877,"EVT-0379e30b6f17f877,EVT-b75cdcedb49611c5,EVT-a6b319acb1b7ca8d",completed,record_04,unknown,80,"EVT-0379e30b6f17f877,EVT-b75cdcedb49611c5,EVT-a6b319acb1b7ca8d",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-d08988d1cac4faa3,malicious,rag_corpus,DOC-876e301f67-C1,"EVT-41cfd19830ba0853,EVT-2afcb3f0a51cc4f2,EVT-2601f04bc1948cf4",unknown,,unknown,70,"EVT-41cfd19830ba0853,EVT-2afcb3f0a51cc4f2,EVT-2601f04bc1948cf4",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-b901cbd89760692c,benign,none,,,completed,,no,60,"EVT-f986c9e2c2627d5f,EVT-a4d6c54206370460,EVT-52ce33dafa051c5f",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-e6167eddd0986767,malicious,user,EVT-7270f9feff9f04db,"EVT-7270f9feff9f04db,EVT-54e2597259bb678e,EVT-d404b69726754735",completed,record_19,unknown,80,"EVT-7270f9feff9f04db,EVT-54e2597259bb678e,EVT-d404b69726754735",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-98e2b4f17071870c,malicious,rag_corpus,DOC-d2781e90da-C1,"EVT-b359b9efda1b387d,EVT-6e5e9c5a775732fb",none,,no,85,"EVT-b359b9efda1b387d,EVT-6e5e9c5a775732fb",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-cda634668c4d6db7,malicious,user,EVT-eb8b989486b6fe5c,"EVT-eb8b989486b6fe5c,EVT-7b160c0ce24220c9,EVT-a22ec4162eb22e5b,EVT-d17b102ec24ebbe5",completed,record_13,unknown,80,"EVT-eb8b989486b6fe5c,EVT-7b160c0ce24220c9,EVT-a22ec4162eb22e5b,EVT-d17b102ec24ebbe5",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-68e5d6ee4528e648,malicious,user,EVT-efa673463ff529d1,"EVT-efa673463ff529d1,EVT-c27cf4edf7404152",none,,no,80,"EVT-efa673463ff529d1,EVT-c27cf4edf7404152",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-1d7fead45d806b5a,malicious,rag_corpus,unknown,"EVT-4f52aee8c871777f,EVT-f3292539073a1528,EVT-6195f4b392eee7ed",completed,record_17,no,50,"EVT-4f52aee8c871777f,EVT-f3292539073a1528,EVT-6195f4b392eee7ed",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-407f5d60c3af6e22,indeterminate,unknown,unknown,,unknown,,unknown,25,"EVT-ae6b1d008185eb13,EVT-ad558eda9943807c",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-72419a5182d20135,benign,none,,,unknown,,unknown,80,"EVT-f2b35e97e12801a9,EVT-6620ff3b4cd5071a,EVT-af9e0bc6525be4cb",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-677a1ed5b4796742,malicious,tool_output,TOOL-ee1df1c1c79c04ed,"EVT-8dc7766134a66096,EVT-e3f9f3c1b76f58bd",completed,,no,85,"EVT-547f14f7e46f466e,EVT-8dc7766134a66096,EVT-e3f9f3c1b76f58bd",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-6797defb2624ee30,benign,none,,,completed,,no,60,"EVT-bec9550b4014bdd9,EVT-37b57a0ef0a32923,EVT-c01ab23f61ca77d8,EVT-b3c811df6a0b1553,EVT-167d17309cedc8fb",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-c350156d35334844,malicious,rag_corpus,DOC-b8a52ea332-C1,"EVT-64c077dddf198a0b,EVT-188644970c795573,EVT-79ac0727c6fae3c8",unknown,,unknown,70,"EVT-64c077dddf198a0b,EVT-188644970c795573,EVT-79ac0727c6fae3c8",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-774cff5fd5f54983,benign,none,,,none,,no,80,"EVT-4bbeffb6a1059b1e,EVT-2d5cda588c7ca295",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-2702e4331236ca53,malicious,user,EVT-53f7c4efc9d6f6f7,"EVT-53f7c4efc9d6f6f7,EVT-9e434672d1142682",none,,no,80,"EVT-53f7c4efc9d6f6f7,EVT-9e434672d1142682",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-eb7cf75340a54be9,benign,none,,,none,,no,80,"EVT-a91c64b7723c10a8,EVT-2e57a49d746290c8",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-cc569e0ff469e9cf,malicious,user,EVT-5106648c5b1d3398,"EVT-5106648c5b1d3398,EVT-4e17a1655a3037b9",none,,no,80,"EVT-5106648c5b1d3398,EVT-4e17a1655a3037b9",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-bdf2ba3d1d4035d8,malicious,rag_corpus,DOC-f52cd9ad19-C1,"EVT-2be855151935958a,EVT-a4185ea9251e36a0,EVT-5bc205feb27ba61a",unknown,,unknown,70,"EVT-2be855151935958a,EVT-a4185ea9251e36a0,EVT-5bc205feb27ba61a",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-fec8f09e710e733a,malicious,retrieved_document,DOC-c254f9464f-C1,"EVT-cd5536565fdf0e46,EVT-cfc6a8cd67aded75",none,,no,85,"EVT-cd5536565fdf0e46,EVT-cfc6a8cd67aded75",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-5d838d532af9a219,malicious,user,EVT-4912800ab8397017,"EVT-4912800ab8397017,EVT-3098009190a0b6a8,EVT-b9bc83693adb94ac,EVT-41f92c0a28783923",completed,record_03,no,80,"EVT-4912800ab8397017,EVT-3098009190a0b6a8,EVT-b9bc83693adb94ac,EVT-41f92c0a28783923",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-16830d6686d6e6f6,malicious,retrieved_document,unknown,"EVT-c300ec1effe0a351,EVT-345d0547735abba9",unknown,,unknown,50,"EVT-c300ec1effe0a351,EVT-345d0547735abba9",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-2ddb98c6b9e1b389,malicious,rag_corpus,unknown,EVT-9bc53cdc5f74b29a,none,,no,50,EVT-9bc53cdc5f74b29a,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-48c3f38209f1a5c2,malicious,retrieved_document,DOC-c0b4a442bd-C1,"EVT-d341d2d238015a94,EVT-be8fad7c716a5948,EVT-c607066127002a1f",unknown,,unknown,70,"EVT-d341d2d238015a94,EVT-be8fad7c716a5948,EVT-c607066127002a1f",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-9795ee7ed033cbe2,malicious,user,EVT-402f977e8b3ce60b,"EVT-402f977e8b3ce60b,EVT-5cf478ef48fbb2ea,EVT-7f617243900eb231",unknown,,unknown,65,"EVT-402f977e8b3ce60b,EVT-5cf478ef48fbb2ea,EVT-7f617243900eb231",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-c23fcff8de5e4f85,indeterminate,unknown,unknown,,unknown,,unknown,25,EVT-cadacea6e5b3f1de,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-aaba0c835cc0bf0e,malicious,user,EVT-26729d9022ad8ee2,"EVT-26729d9022ad8ee2,EVT-5c43d01fb9a4bdf5",none,,no,80,"EVT-26729d9022ad8ee2,EVT-5c43d01fb9a4bdf5",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-3c8e2e5f598c68f0,malicious,rag_corpus,DOC-dba02e7308-C1,"EVT-8517d7b2eda86037,EVT-8a50a85eea5b5b61",none,,no,85,"EVT-8517d7b2eda86037,EVT-8a50a85eea5b5b61",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-12b5ea3b4b24d58b,malicious,retrieved_document,DOC-b17ce79ab1-C1,"EVT-70fa1e914adb7654,EVT-6fe5fb32b0d0dd18,EVT-94f0de32c967bb0a,EVT-e61e4e55d034d156,EVT-e10134a5450b3b4f",completed,,yes,85,"EVT-70fa1e914adb7654,EVT-6fe5fb32b0d0dd18,EVT-94f0de32c967bb0a,EVT-e61e4e55d034d156,EVT-e10134a5450b3b4f",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-b978adb366e11e40,benign,none,,,unknown,,unknown,80,"EVT-02d2ca6a677effb7,EVT-ca22e3b076af488d,EVT-6a84a10843ba038e,EVT-54fd983f69e3e264",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
